set_num,last_6_months_new_total_lots,last_6_months_new_total_qty,last_6_months_new_min_price,last_6_months_new_avg_price,last_6_months_new_qty_avg_price,last_6_months_new_max_price,last_6_months_used_total_lots,last_6_months_used_total_qty,last_6_months_used_min_price,last_6_months_used_avg_price,last_6_months_used_qty_avg_price,last_6_months_used_max_price,current_new_total_lots,current_new_total_qty,current_new_min_price,current_new_avg_price,current_new_qty_avg_price,current_new_max_price,current_used_total_lots,current_used_total_qty,current_used_min_price,current_used_avg_price,current_used_qty_avg_price,current_used_max_price
224-1,,,,,,,,,,,,,,,,,,,,,,,,
44006-1,1,1,1,US $22.00,US $22.00,US $22.00,11,11,11,US $11.87,US $11.87,US $19.99,4,4,4,US $37.32,US $37.32,US $60.89,31,35,31,US $13.05,US $13.43,US $29.95
44007-1,2,2,2,US $21.14,US $21.14,US $22.00,15,16,15,US $9.09,US $8.95,US $13.95,3,3,3,US $26.95,US $26.95,US $29.35,40,48,40,US $11.62,US $12.00,US $22.00
44008-1,2,2,2,US $42.78,US $42.78,US $59.95,14,14,14,US $16.21,US $16.21,US $23.99,,,,,,,32,37,32,US $19.79,US $19.60,US $45.13
44009-1,2,2,2,US $82.77,US $82.77,US $82.78,13,13,13,US $24.03,US $24.03,US $30.90,2,2,2,US $113.10,US $113.10,US $151.20,28,30,28,US $25.53,US $25.97,US $47.70
44010-1,1,1,1,US $31.86,US $31.86,US $31.86,13,14,13,US $12.39,US $12.33,US $15.00,1,1,1,US $35.77,US $35.77,US $35.77,39,66,39,US $14.50,US $18.48,US $26.03
44011-1,4,4,4,US $33.69,US $33.69,US $40.50,9,9,9,US $12.35,US $12.35,US $18.00,1,1,1,US $35.77,US $35.77,US $35.77,32,36,32,US $14.09,US $13.76,US $23.85
44012-1,,,,,,,6,6,6,US $9.78,US $9.78,US $12.50,2,2,2,US $56.84,US $56.84,US $66.43,28,29,28,US $13.07,US $13.10,US $30.31
44013-1,1,1,1,US $38.68,US $38.68,US $38.68,10,11,10,US $8.67,US $8.48,US $11.00,3,4,3,US $35.08,US $33.15,US $39.95,29,37,29,US $9.86,US $10.02,US $21.68
44014-1,3,3,3,US $49.93,US $49.93,US $57.35,7,7,7,US $26.57,US $26.57,US $30.00,9,10,9,US $66.28,US $66.15,US $107.35,25,26,25,US $27.15,US $26.85,US $49.95
45000-1,,,,,,,,,,,,,,,,,,,,,,,,
45001-1,,,,,,,,,,,,,1,2,1,US $102.56,US $102.56,US $102.56,,,,,,
45002-1,2,3,2,US $203.69,US $197.28,US $222.94,,,,,,,8,255,8,US $268.69,US $312.45,US $383.59,1,1,1,US $180.00,US $180.00,US $180.00
45003-1,,,,,,,,,,,,,,,,,,,,,,,,
45100-1,1,2,1,US $63.81,US $63.81,US $63.81,,,,,,,6,90,6,US $177.71,US $146.59,US $240.45,,,,,,
45500-1,6,9,6,US $165.76,US $164.68,US $195.68,7,11,7,US $99.64,US $92.59,US $129.18,5,24,5,US $223.98,US $232.72,US $327.18,6,19,6,US $124.44,US $151.64,US $183.20
45501-1,10,18,10,US $81.46,US $81.87,US $110.57,4,5,4,US $59.26,US $51.40,US $73.68,4,18,4,US $109.60,US $92.41,US $175.30,3,5,3,US $104.85,US $106.31,US $143.64
45502-1,16,51,16,US $83.06,US $87.57,US $107.05,8,11,8,US $67.66,US $71.03,US $99.05,12,38,12,US $96.08,US $120.14,US $161.19,6,13,6,US $61.35,US $66.08,US $81.33
45503-1,11,20,11,US $65.04,US $66.49,US $90.30,6,8,6,US $49.28,US $49.59,US $80.00,8,55,8,US $93.73,US $97.93,US $159.98,4,13,4,US $44.20,US $46.61,US $53.14
45504-1,7,49,7,US $42.66,US $37.63,US $54.80,2,2,2,US $35.00,US $35.00,US $35.00,8,34,8,US $51.49,US $42.25,US $87.81,5,9,5,US $45.30,US $47.47,US $60.00
45505-1,12,34,12,US $30.69,US $31.12,US $43.19,3,3,3,US $25.00,US $25.00,US $25.00,9,46,9,US $46.08,US $58.21,US $80.22,5,17,5,US $33.91,US $32.24,US $40.00
45506-1,8,19,8,US $55.01,US $47.09,US $89.84,11,15,11,US $30.79,US $30.25,US $42.31,7,30,7,US $91.75,US $99.20,US $157.58,3,9,3,US $45.90,US $47.09,US $47.69
45507-1,4,16,4,US $12.25,US $10.53,US $17.26,3,5,3,US $4.60,US $5.56,US $7.00,22,294,22,US $17.05,US $18.65,US $27.10,8,35,8,US $6.87,US $9.69,US $11.00
45508-1,4,11,4,US $25.08,US $25.95,US $27.34,1,1,1,US $22.00,US $22.00,US $22.00,9,409,9,US $40.26,US $25.80,US $81.15,4,7,4,US $20.17,US $19.07,US $32.53
45509-1,8,17,8,US $34.33,US $34.02,US $49.99,4,9,4,US $34.76,US $35.83,US $40.00,9,381,9,US $42.49,US $30.67,US $55.22,3,16,3,US $30.73,US $35.18,US $36.68
45514-1,11,41,11,US $23.65,US $22.58,US $55.19,,,,,,,10,59,10,US $26.77,US $24.49,US $52.93,,,,,,
45544-1,6,7,6,US $609.27,US $629.44,US $852.81,18,36,18,US $316.21,US $304.04,US $439.75,8,26,8,US $816.99,US $752.16,"US $1,631.33",29,89,29,US $382.90,US $398.76,US $631.67
45560-1,11,30,11,US $169.46,US $154.79,US $229.33,,,,,,,12,51,12,US $246.47,US $181.75,US $602.85,5,7,5,US $191.36,US $173.83,US $425.00
50003-1,3,3,3,US $79.13,US $79.13,US $90.00,2,2,2,US $52.11,US $52.11,US $53.64,15,24,15,US $144.36,US $135.01,US $225.00,2,2,2,US $72.77,US $72.77,US $75.94
50004-1,,,,,,,,,,,,,,,,,,,,,,,,
50006-1,3,3,3,US $30.77,US $30.77,US $33.00,1,1,1,US $21.42,US $21.42,US $21.42,3,5,3,US $30.59,US $31.55,US $33.00,11,11,11,US $19.48,US $19.48,US $30.00
60003-1,4,4,4,US $32.36,US $32.36,US $54.27,15,15,15,US $15.12,US $15.12,US $20.09,30,54,30,US $53.53,US $51.80,US $130.13,72,75,72,US $20.79,US $21.38,US $37.95
60004-1,9,9,9,US $145.81,US $145.81,US $189.95,14,14,14,US $49.41,US $49.41,US $70.00,17,20,17,US $159.91,US $160.35,US $284.92,55,56,55,US $59.22,US $60.67,US $140.92
60005-1,2,2,2,US $35.94,US $35.94,US $52.88,2,2,2,US $17.22,US $17.22,US $21.43,15,29,15,US $62.10,US $62.24,US $81.32,24,25,24,US $27.51,US $28.15,US $54.21
60006-1,11,11,11,US $7.05,US $7.05,US $9.11,15,16,15,US $2.70,US $2.70,US $5.70,23,36,23,US $11.56,US $12.04,US $30.36,93,119,93,US $4.23,US $4.19,US $39.99
60007-1,10,11,10,US $44.68,US $44.05,US $59.98,13,13,13,US $13.98,US $13.98,US $19.50,12,12,12,US $54.11,US $54.11,US $102.46,75,85,75,US $17.69,US $18.37,US $60.00
60008-1,6,6,6,US $96.49,US $96.49,US $124.65,13,13,13,US $41.58,US $41.58,US $62.00,26,33,26,US $122.48,US $123.06,US $260.26,38,38,38,US $49.39,US $49.39,US $86.70
60009-1,4,4,4,US $65.55,US $65.55,US $74.20,2,2,2,US $42.61,US $42.61,US $47.49,16,20,16,US $85.23,US $88.36,US $152.18,12,12,12,US $50.10,US $50.10,US $88.72
60010-2,4,4,4,US $54.04,US $54.04,US $64.03,2,2,2,US $29.86,US $29.86,US $37.82,10,14,10,US $59.79,US $57.35,US $75.95,7,7,7,US $37.12,US $37.12,US $60.00
60011-1,3,3,3,US $9.28,US $9.28,US $12.92,20,20,20,US $3.35,US $3.35,US $7.65,28,35,28,US $10.74,US $10.52,US $30.36,95,105,95,US $4.37,US $4.56,US $11.99
60012-1,2,2,2,US $30.33,US $30.33,US $31.65,17,17,17,US $6.93,US $6.93,US $10.50,18,22,18,US $33.31,US $32.66,US $52.05,104,108,104,US $10.92,US $11.00,US $30.00
60013-1,3,3,3,US $65.32,US $65.32,US $70.95,9,9,9,US $17.40,US $17.40,US $23.31,13,24,13,US $76.05,US $73.11,US $130.13,41,42,41,US $22.96,US $22.91,US $65.00
60014-1,6,6,6,US $147.19,US $147.19,US $175.00,15,15,15,US $49.60,US $49.60,US $62.09,16,16,16,US $185.80,US $185.80,US $312.31,47,47,47,US $59.67,US $59.67,US $110.00
60015-1,2,2,2,US $69.92,US $69.92,US $70.00,2,2,2,US $24.74,US $24.74,US $32.48,17,18,17,US $77.15,US $76.37,US $130.13,15,15,15,US $33.49,US $33.49,US $54.17
60016-1,6,6,6,US $78.81,US $78.81,US $100.00,13,13,13,US $31.67,US $31.67,US $48.31,17,32,17,US $91.99,US $91.92,US $149.99,32,33,32,US $42.70,US $43.02,US $84.99
60017-1,10,11,10,US $44.92,US $46.29,US $59.99,19,19,19,US $17.85,US $17.85,US $37.83,12,21,12,US $53.54,US $54.46,US $128.39,50,54,50,US $20.07,US $20.35,US $40.00
60018-1,10,10,10,US $58.87,US $58.87,US $78.68,20,20,20,US $30.07,US $30.07,US $48.03,9,11,9,US $78.97,US $79.15,US $128.39,45,48,45,US $34.50,US $34.67,US $59.64
60019-1,2,2,2,US $17.77,US $17.77,US $25.37,19,19,19,US $7.18,US $7.18,US $13.64,28,54,28,US $27.49,US $26.02,US $52.05,92,100,92,US $10.01,US $9.79,US $35.00
60020-1,13,13,13,US $64.89,US $64.89,US $88.92,14,14,14,US $36.15,US $36.15,US $55.00,20,35,20,US $78.04,US $80.35,US $114.66,20,21,20,US $41.43,US $41.84,US $73.36
60021-1,5,6,5,US $64.17,US $61.59,US $89.04,9,9,9,US $31.78,US $31.78,US $38.95,9,11,9,US $106.11,US $108.63,US $156.16,20,22,20,US $38.34,US $40.77,US $71.70
60022-1,7,7,7,US $250.73,US $250.73,US $361.25,12,12,12,US $95.99,US $95.99,US $118.00,12,13,12,US $297.46,US $296.16,US $477.14,20,20,20,US $94.76,US $94.76,US $173.45
60023-1,3,3,3,US $47.90,US $47.90,US $49.99,8,8,8,US $12.57,US $12.57,US $20.42,10,10,10,US $61.60,US $61.60,US $130.13,67,69,67,US $18.08,US $17.70,US $40.00
60024-1,2,6,2,US $26.50,US $26.08,US $27.13,1,1,1,US $15.00,US $15.00,US $15.00,21,31,21,US $38.63,US $37.83,US $50.00,1,1,1,US $29.35,US $29.35,US $29.35
60025-1,5,5,5,US $93.19,US $93.19,US $110.00,22,22,22,US $24.60,US $24.60,US $44.92,13,19,13,US $112.86,US $116.77,US $225.56,45,45,45,US $34.36,US $34.36,US $84.37
60026-1,9,10,9,US $147.52,US $147.52,US $189.67,6,6,6,US $96.19,US $96.19,US $117.26,45,63,45,US $185.30,US $182.02,US $261.50,26,27,26,US $101.28,US $98.73,US $149.99
60027-1,1,1,1,US $74.44,US $74.44,US $74.44,11,11,11,US $19.40,US $19.40,US $36.49,15,16,15,US $80.67,US $80.63,US $135.00,51,52,51,US $29.69,US $29.41,US $175.99
60031-1,1,1,1,US $87.30,US $87.30,US $87.30,1,1,1,US $33.00,US $33.00,US $33.00,4,6,4,US $140.88,US $147.88,US $184.35,,,,,,
66448-1,,,,,,,,,,,,,2,2,2,US $585.07,US $585.07,US $975.92,,,,,,
66449-1,1,1,1,US $154.83,US $154.83,US $154.83,,,,,,,2,3,2,US $210.19,US $212.42,US $216.88,,,,,,
66450-1,1,1,1,US $62.00,US $62.00,US $62.00,,,,,,,4,4,4,US $81.15,US $81.15,US $92.17,,,,,,
66453-1,1,1,1,US $70.11,US $70.11,US $70.11,,,,,,,2,2,2,US $96.32,US $96.32,US $103.02,1,1,1,US $70.48,US $70.48,US $70.48
66454-1,,,,,,,,,,,,,,,,,,,,,,,,
66455-1,,,,,,,,,,,,,1,1,1,US $131.20,US $131.20,US $131.20,1,1,1,US $67.22,US $67.22,US $67.22
66456-1,,,,,,,,,,,,,1,1,1,US $436.08,US $436.08,US $436.08,,,,,,
66471-1,,,,,,,,,,,,,,,,,,,,,,,,
66473-1,,,,,,,,,,,,,5,5,5,"US $1,735.97","US $1,735.97","US $2,500.00",,,,,,
66474-1,,,,,,,,,,,,,,,,,,,,,,,,
66475-1,,,,,,,,,,,,,1,1,1,US $160.00,US $160.00,US $160.00,,,,,,
66481-1,,,,,,,,,,,,,,,,,,,,,,,,
66482-1,,,,,,,,,,,,,,,,,,,,,,,,
66483-1,,,,,,,,,,,,,,,,,,,,,,,,
66484-1,,,,,,,,,,,,,,,,,,,,,,,,
66485-1,,,,,,,,,,,,,,,,,,,,,,,,
66488-1,,,,,,,,,,,,,,,,,,,,,,,,
66497-1,,,,,,,,,,,,,,,,,,,,,,,,
66498-1,,,,,,,,,,,,,,,,,,,,,,,,
66499-1,,,,,,,,,,,,,,,,,,,,,,,,
66500-1,,,,,,,,,,,,,,,,,,,,,,,,
70000-1,6,12,6,US $14.45,US $13.13,US $21.61,15,17,15,US $5.74,US $5.49,US $8.63,19,50,19,US $14.41,US $14.09,US $22.78,72,80,72,US $6.81,US $6.87,US $25.00
70001-1,7,11,7,US $18.11,US $18.79,US $20.00,13,13,13,US $7.86,US $7.86,US $12.63,9,15,9,US $24.51,US $23.20,US $39.98,80,84,80,US $10.65,US $10.64,US $32.50
70002-1,4,4,4,US $26.65,US $26.65,US $28.00,15,15,15,US $10.49,US $10.49,US $15.51,8,11,8,US $31.95,US $31.18,US $49.98,76,78,76,US $14.05,US $14.21,US $40.00
70003-1,4,4,4,US $36.88,US $36.88,US $40.50,12,12,12,US $18.31,US $18.31,US $29.95,13,30,13,US $40.39,US $39.03,US $59.96,35,39,35,US $22.41,US $22.34,US $55.02
70004-1,2,2,2,US $45.15,US $45.15,US $46.00,9,9,9,US $15.90,US $15.90,US $21.95,12,14,12,US $57.12,US $55.37,US $126.81,46,48,46,US $20.54,US $21.21,US $43.32
70005-1,,,,,,,12,12,12,US $18.92,US $18.92,US $33.23,12,12,12,US $81.07,US $81.07,US $130.08,44,47,44,US $29.54,US $29.88,US $59.64
70006-1,4,5,4,US $118.01,US $114.41,US $132.05,12,12,12,US $49.19,US $49.19,US $79.00,5,7,5,US $119.32,US $138.08,US $185.00,44,48,44,US $65.87,US $66.09,US $125.00
70007-1,1,1,1,US $36.22,US $36.22,US $36.22,9,9,9,US $11.80,US $11.80,US $18.12,5,5,5,US $56.43,US $56.43,US $88.76,50,55,50,US $15.85,US $15.94,US $67.40
70008-1,1,1,1,US $62.84,US $62.84,US $62.84,9,9,9,US $33.87,US $33.87,US $37.99,22,30,22,US $75.49,US $76.77,US $113.86,27,29,27,US $35.69,US $35.99,US $86.70
70009-1,7,7,7,US $101.41,US $101.41,US $109.26,4,4,4,US $45.11,US $45.11,US $53.82,12,17,12,US $119.25,US $119.60,US $173.00,15,15,15,US $49.30,US $49.30,US $75.00
70010-1,2,2,2,US $185.10,US $185.10,US $199.99,10,10,10,US $89.23,US $89.23,US $130.00,12,15,12,US $222.81,US $221.62,US $330.10,34,35,34,US $109.37,US $111.82,US $249.99
70011-1,2,2,2,US $38.94,US $38.94,US $43.07,4,4,4,US $22.38,US $22.38,US $29.54,14,26,14,US $44.77,US $43.48,US $55.00,16,16,16,US $22.67,US $22.67,US $34.99
70012-2,3,3,3,US $42.07,US $42.07,US $50.21,3,3,3,US $26.05,US $26.05,US $30.00,20,31,20,US $49.66,US $52.58,US $101.44,7,7,7,US $31.15,US $31.15,US $45.00
70013-1,1,1,1,US $44.50,US $44.50,US $44.50,,,,,,,13,23,13,US $75.10,US $77.97,US $215.80,16,18,16,US $27.36,US $29.13,US $43.32
70014-1,1,1,1,US $194.99,US $194.99,US $194.99,6,6,6,US $81.91,US $81.91,US $120.49,3,3,3,US $246.86,US $246.86,US $320.51,10,10,10,US $93.61,US $93.61,US $124.99
70100-1,3,3,3,US $8.26,US $8.26,US $11.00,3,3,3,US $4.21,US $4.21,US $4.99,23,52,23,US $12.20,US $13.05,US $20.00,33,39,33,US $5.32,US $5.47,US $14.97
70105-1,4,7,4,US $8.87,US $9.35,US $12.00,5,5,5,US $3.02,US $3.02,US $4.30,38,70,38,US $11.73,US $12.44,US $20.00,22,22,22,US $6.34,US $6.34,US $14.97
70106-1,2,2,2,US $6.74,US $6.74,US $7.49,1,1,1,US $9.50,US $9.50,US $9.50,19,45,19,US $13.74,US $15.65,US $20.50,15,15,15,US $6.00,US $6.00,US $14.99
70107-1,7,7,7,US $12.61,US $12.61,US $15.07,2,2,2,US $9.98,US $9.98,US $10.30,9,91,9,US $15.87,US $15.37,US $23.80,8,8,8,US $8.80,US $8.80,US $14.10
70108-1,1,1,1,US $15.00,US $15.00,US $15.00,3,3,3,US $7.45,US $7.45,US $8.88,15,30,15,US $14.28,US $13.94,US $27.00,9,9,9,US $8.32,US $8.32,US $17.97
70109-1,4,5,4,US $9.83,US $10.27,US $12.00,3,3,3,US $8.16,US $8.16,US $14.97,20,93,20,US $13.35,US $12.57,US $27.00,16,16,16,US $6.36,US $6.36,US $9.99
70110-1,4,4,4,US $10.93,US $10.93,US $14.95,1,1,1,US $4.35,US $4.35,US $4.35,15,27,15,US $13.94,US $13.50,US $27.00,9,9,9,US $7.67,US $7.67,US $15.45
70111-1,6,10,6,US $14.17,US $14.50,US $16.00,5,5,5,US $9.24,US $9.24,US $13.56,6,11,6,US $31.50,US $26.71,US $38.90,1,1,1,US $13.14,US $13.14,US $13.14
70112-1,2,2,2,US $9.80,US $9.80,US $14.60,1,1,1,US $8.10,US $8.10,US $8.10,4,4,4,US $17.65,US $17.65,US $19.95,10,10,10,US $8.95,US $8.95,US $17.97
70113-1,3,3,3,US $10.22,US $10.22,US $14.65,7,7,7,US $5.15,US $5.15,US $7.75,22,61,22,US $16.28,US $18.36,US $27.06,16,16,16,US $7.60,US $7.60,US $25.00
70114-1,2,2,2,US $15.08,US $15.08,US $20.58,6,6,6,US $10.20,US $10.20,US $14.88,9,18,9,US $21.91,US $22.26,US $29.82,11,11,11,US $13.53,US $13.53,US $30.00
70115-1,1,1,1,US $27.45,US $27.45,US $27.45,4,4,4,US $17.30,US $17.30,US $22.50,6,16,6,US $41.36,US $35.67,US $80.68,24,24,24,US $16.90,US $16.90,US $22.01
70200-1,1,1,1,US $22.98,US $22.98,US $22.98,15,15,15,US $9.55,US $9.55,US $18.00,4,4,4,US $118.93,US $118.93,US $372.94,40,48,40,US $10.02,US $10.81,US $19.51
70201-1,,,,,,,7,7,7,US $9.97,US $9.97,US $18.00,8,8,8,US $27.69,US $27.69,US $35.44,38,41,38,US $9.54,US $10.24,US $20.59
70202-1,1,1,1,US $21.67,US $21.67,US $21.67,9,9,9,US $8.43,US $8.43,US $10.73,7,10,7,US $25.37,US $27.52,US $37.29,43,46,43,US $11.55,US $11.66,US $27.11
70203-1,,,,,,,14,14,14,US $10.03,US $10.03,US $16.60,4,4,4,US $27.89,US $27.89,US $31.89,35,38,35,US $13.67,US $13.71,US $32.48
70204-1,3,4,3,US $41.01,US $43.25,US $49.95,9,9,9,US $11.02,US $11.02,US $15.00,4,7,4,US $33.46,US $33.06,US $36.68,30,32,30,US $12.38,US $12.66,US $20.59
70205-1,,,,,,,11,11,11,US $11.21,US $11.21,US $15.00,12,17,12,US $41.19,US $40.60,US $60.30,17,18,17,US $14.21,US $14.56,US $22.96
70400-1,14,42,14,US $36.41,US $33.22,US $49.00,13,13,13,US $24.86,US $24.86,US $29.99,40,62,40,US $46.09,US $46.95,US $86.75,23,25,23,US $27.30,US $27.24,US $35.00
70401-1,11,11,11,US $63.46,US $63.46,US $77.14,19,20,19,US $33.84,US $34.15,US $52.98,15,28,15,US $78.09,US $70.35,US $130.13,36,36,36,US $37.38,US $37.38,US $97.60
70402-1,7,8,7,US $104.94,US $107.35,US $124.20,14,15,14,US $64.41,US $64.32,US $89.99,23,26,23,US $130.23,US $129.27,US $206.04,27,29,27,US $70.76,US $70.24,US $100.00
70403-1,11,12,11,US $173.45,US $171.15,US $218.85,24,24,24,US $93.11,US $93.11,US $129.87,25,31,25,US $230.69,US $217.11,US $748.00,36,40,36,US $92.92,US $95.26,US $149.99
70404-1,8,8,8,US $295.72,US $295.72,US $485.77,23,23,23,US $161.32,US $161.32,US $285.00,38,52,38,US $461.24,US $436.04,US $799.99,58,63,58,US $212.78,US $210.77,US $300.00
70500-1,2,2,2,US $22.09,US $22.09,US $22.09,34,34,34,US $14.36,US $14.36,US $40.98,8,9,8,US $67.30,US $66.49,US $126.58,22,22,22,US $24.03,US $24.03,US $55.00
70501-1,2,2,2,US $61.63,US $61.63,US $68.00,18,18,18,US $22.41,US $22.41,US $40.98,7,23,7,US $75.15,US $68.89,US $110.01,23,23,23,US $18.39,US $18.39,US $39.97
70502-1,3,3,3,US $55.99,US $55.99,US $60.00,18,18,18,US $15.35,US $15.35,US $30.00,8,17,8,US $58.02,US $58.02,US $77.99,58,59,58,US $20.48,US $21.05,US $61.78
70503-1,6,9,6,US $94.14,US $91.66,US $109.99,39,39,39,US $31.59,US $31.59,US $47.58,15,34,15,US $117.18,US $96.60,US $174.43,49,53,49,US $42.50,US $42.81,US $99.95
70504-1,7,7,7,US $90.77,US $90.77,US $123.28,21,21,21,US $49.86,US $49.86,US $92.23,6,7,6,US $148.22,US $144.17,US $199.98,7,7,7,US $49.64,US $49.64,US $79.99
70505-1,9,9,9,US $144.75,US $144.75,US $191.53,28,28,28,US $61.19,US $61.19,US $97.34,13,19,13,US $167.10,US $160.42,US $220.05,26,26,26,US $79.00,US $79.00,US $148.99
70700-1,6,7,6,US $21.39,US $21.90,US $25.00,16,16,16,US $12.10,US $12.10,US $19.95,7,8,7,US $19.76,US $19.69,US $27.26,19,21,19,US $13.01,US $13.04,US $21.63
70701-1,3,4,3,US $46.71,US $45.06,US $50.00,13,14,13,US $25.26,US $25.72,US $35.00,5,5,5,US $101.93,US $101.93,US $231.00,19,19,19,US $22.83,US $22.83,US $65.01
70702-1,4,4,4,US $57.57,US $57.57,US $80.00,5,5,5,US $42.68,US $42.68,US $54.17,4,6,4,US $67.35,US $70.90,US $86.75,12,12,12,US $34.31,US $34.31,US $65.01
70703-1,5,5,5,US $64.57,US $64.57,US $69.98,5,5,5,US $49.38,US $49.38,US $59.99,7,9,7,US $65.17,US $65.48,US $79.98,3,3,3,US $59.67,US $59.67,US $60.00
70704-1,3,3,3,US $92.14,US $92.14,US $104.39,9,9,9,US $56.50,US $56.50,US $80.00,10,11,10,US $98.32,US $98.11,US $119.95,9,9,9,US $69.24,US $69.24,US $110.92
70705-1,7,7,7,US $83.16,US $83.16,US $99.95,9,9,9,US $56.81,US $56.81,US $69.00,17,25,17,US $96.14,US $94.00,US $139.99,8,8,8,US $62.21,US $62.21,US $130.08
70706-1,7,8,7,US $25.69,US $25.23,US $28.00,7,7,7,US $15.36,US $15.36,US $20.00,22,35,22,US $29.40,US $29.28,US $49.98,14,15,14,US $17.00,US $18.03,US $32.48
70707-1,6,7,6,US $80.99,US $80.13,US $96.69,8,8,8,US $50.13,US $50.13,US $69.00,9,9,9,US $89.83,US $89.83,US $108.43,7,7,7,US $47.30,US $47.30,US $97.54
70708-1,10,10,10,US $98.08,US $98.08,US $119.99,9,9,9,US $71.39,US $71.39,US $89.00,12,13,12,US $125.07,US $137.37,US $284.92,12,12,12,US $63.79,US $63.79,US $107.93
70709-1,2,2,2,US $195.48,US $195.48,US $219.80,8,8,8,US $117.89,US $117.89,US $199.99,5,6,5,US $218.56,US $218.10,US $300.00,7,7,7,US $164.19,US $164.19,US $249.00
71000-1,5,34,5,US $11.11,US $9.06,US $15.00,,,,,,,8,129,8,US $51.87,US $14.22,US $330.13,1,1,1,US $31.65,US $31.65,US $31.65
71000-2,19,21,19,US $189.16,US $189.02,US $243.38,11,11,11,US $159.36,US $159.36,US $168.68,21,39,21,US $192.31,US $183.91,US $246.82,16,17,16,US $201.67,US $200.23,US $484.40
71001-1,10,312,10,US $11.81,US $5.07,US $20.00,,,,,,,11,342,11,US $67.30,US $23.11,US $366.82,2,2,2,US $3.37,US $3.37,US $3.80
71001-2,21,24,21,US $208.68,US $211.75,US $265.26,13,14,13,US $167.78,US $166.86,US $196.99,17,24,17,US $222.47,US $230.27,US $299.99,15,16,15,US $214.83,US $212.63,US $453.60
71002-1,3,23,3,US $10.04,US $9.34,US $10.51,,,,,,,10,117,10,US $14.59,US $12.39,US $19.99,,,,,,
71002-2,16,16,16,US $197.96,US $197.96,US $299.08,11,11,11,US $147.49,US $147.49,US $199.99,22,26,22,US $207.76,US $209.07,US $281.95,11,14,11,US $235.65,US $219.03,US $548.80
75000-1,25,36,25,US $47.35,US $47.31,US $62.99,40,40,40,US $21.96,US $21.96,US $34.00,30,65,30,US $67.15,US $58.77,US $195.19,61,64,61,US $27.35,US $27.89,US $160.00
75001-1,20,26,20,US $51.19,US $49.35,US $63.99,47,47,47,US $20.87,US $20.87,US $40.00,26,58,26,US $57.28,US $53.09,US $149.98,63,68,63,US $20.19,US $19.17,US $59.95
75002-1,19,27,19,US $52.82,US $57.48,US $74.99,66,74,66,US $24.54,US $23.37,US $41.15,55,94,55,US $74.23,US $69.81,US $199.98,90,92,90,US $32.98,US $32.85,US $149.00
75003-1,9,9,9,US $58.47,US $58.47,US $79.36,30,30,30,US $28.76,US $28.76,US $54.00,36,54,36,US $76.04,US $73.19,US $125.31,55,56,55,US $36.87,US $37.08,US $99.93
75004-1,18,19,18,US $179.75,US $171.66,US $249.99,56,56,56,US $92.94,US $92.94,US $187.50,18,20,18,US $255.88,US $236.66,US $481.01,29,31,29,US $94.35,US $97.34,US $174.43
75005-1,16,16,16,US $271.91,US $271.91,US $318.75,41,41,41,US $158.11,US $158.11,US $250.31,54,64,54,US $383.55,US $373.18,US $766.10,57,58,57,US $220.62,US $221.11,US $650.65
75006-1,19,22,19,US $29.72,US $28.49,US $47.35,11,11,11,US $15.21,US $15.21,US $26.93,21,31,21,US $36.58,US $32.44,US $76.29,15,15,15,US $14.20,US $14.20,US $35.00
75007-1,14,14,14,US $37.05,US $37.05,US $52.99,13,13,13,US $22.91,US $22.91,US $43.12,22,55,22,US $45.78,US $52.67,US $83.92,13,13,13,US $21.04,US $21.04,US $54.22
75008-1,11,11,11,US $33.80,US $33.80,US $45.00,9,9,9,US $23.11,US $23.11,US $35.56,30,38,30,US $40.50,US $41.00,US $68.66,9,9,9,US $19.54,US $19.54,US $35.73
75013-1,17,17,17,US $142.90,US $142.90,US $219.89,33,33,33,US $79.43,US $79.43,US $140.00,29,37,29,US $197.00,US $208.92,US $340.00,36,38,36,US $90.91,US $90.23,US $299.99
75014-1,3,3,3,US $148.18,US $148.18,US $150.00,5,5,5,US $89.35,US $89.35,US $96.00,21,32,21,US $164.71,US $137.03,US $250.00,16,16,16,US $99.52,US $99.52,US $162.66
75015-1,7,8,7,US $145.04,US $144.41,US $183.14,56,57,56,US $51.49,US $50.94,US $100.00,33,45,33,US $156.63,US $151.45,US $300.00,56,61,56,US $77.15,US $76.34,US $170.00
75016-1,16,16,16,US $138.97,US $138.97,US $189.99,36,36,36,US $65.27,US $65.27,US $96.61,12,14,12,US $196.29,US $197.70,US $280.00,33,33,33,US $82.81,US $82.81,US $182.75
75017-1,15,15,15,US $201.06,US $201.06,US $276.50,27,27,27,US $106.25,US $106.25,US $164.03,37,43,37,US $272.34,US $273.00,US $500.00,37,37,37,US $123.86,US $123.86,US $195.19
75018-1,11,11,11,US $189.93,US $189.93,US $233.92,26,26,26,US $82.15,US $82.15,US $140.69,28,32,28,US $219.52,US $222.10,US $325.00,44,44,44,US $94.15,US $94.15,US $325.00
75019-1,10,10,10,US $177.71,US $177.71,US $270.00,29,29,29,US $119.56,US $119.56,US $200.00,50,59,50,US $321.35,US $322.95,US $699.99,110,116,110,US $153.69,US $153.99,US $699.99
